Geo_FIPS,total_pop,pop_under18_per,pop_over65_per,pop_65_alone_per,pop_male_per,chd_dec,diabetes_dec,phlth_dec,popdens,housing_dens,canopy_per,veg_per,imperv_per,mtemp_16_20,pop_edu_per,pop_renter_per,cogdif_per,pop_foreignb_per,lep_per,pop_bipoc_per,sensitivity,exposure,adaptcap,hvi,sens_pct,exp_pct,adcap_pct,hvi_pct
41051000601,5597,0.2317312846,0.09040557441,0.3675889328,0.5765588708,0.045,0.08,0.134,8319.164466,3426.062908,0.1858247003,0.08728400532,0.5691758972,85,0.6920180723,0.3030194747,0.05204745503,0.1658031088,0.03444316877,0.332142219,0.5725807137,0.5155143417,0.3431550665,1.431250122,60.40609137,69.03553299,62.94416244,67.51269036
41051000602,6384,0.2139724311,0.1010338346,0.1472868217,0.5339912281,0.048,0.083,0.137,10500.06438,3552.653363,0.1571481785,0.01954397394,0.6590445168,84,0.7587301587,0.4591165414,0.05562892044,0.2395050125,0.07136970496,0.4710213033,0.236752733,0.4297000543,1.440747132,2.107199919,54.82233503,65.4822335,89.34010152,76.14213198
41051000701,4924,0.1795288383,0.1309910642,0.3302325581,0.5125913891,0.044,0.071,0.106,9216.170951,3752.725986,0.2195103335,0.01074589128,0.5997597977,85,0.5012028869,0.2599512591,0.02189781022,0.1157595451,0.01889222842,0.2583265638,-0.1249180322,0.4873432194,-0.1213346304,0.2410905568,48.73096447,68.02030457,48.22335025,59.39086294
41051000702,5517,0.1694761646,0.1531629509,0.3041420118,0.5060721407,0.049,0.077,0.121,10328.32452,3757.286083,0.2039367699,0.01342710997,0.6111636829,85,0.5790563867,0.3059633859,0.0582278481,0.178720319,0.04488923436,0.3770164945,0.6454883956,0.6848876164,0.01359703975,1.343973052,62.43654822,76.64974619,53.29949239,65.98984772
41051000801,5111,0.1733515946,0.09019761299,0.4685466377,0.4554881628,0.037,0.058,0.096,9140.653681,4018.596913,0.2437294192,0.04385458742,0.5907270629,85,0.464294663,0.4249657601,0.09538274605,0.1119154764,0.01073309032,0.2406574056,-0.9263150284,0.5314494936,-0.6061353215,-1.001000856,34.01015228,70.55837563,31.97969543,43.14720812
41051000802,5251,0.1403542182,0.07446200724,0.4398976982,0.4993334603,0.033,0.054,0.099,10825.62535,4504.664139,0.2260303099,0.03385240352,0.6274610697,85,0.5020566175,0.4583888783,0.04925613189,0.0740811274,0.002202643172,0.2308131784,-2.132675589,0.8719859128,-0.03890939202,-1.299599069,17.25888325,80.7106599,51.26903553,38.5786802
41051000901,4366,0.1601007787,0.08634906093,0.4190981432,0.5155748969,0.03,0.048,0.082,10791.95804,4565.448121,0.28344828,0.001596169194,0.5856664006,84,0.3017953833,0.4963353184,0.01011097411,0.06596426935,0.01146341463,0.239349519,-2.423745033,0.2015877319,0.1418627935,-2.080294507,13.70558376,57.36040609,58.88324873,26.9035533
41051000902,5441,0.1635728726,0.07075905164,0.2051948052,0.4668259511,0.038,0.061,0.111,14663.98674,5570.751811,0.2250085784,0.02513464991,0.6476840215,84,0.552138395,0.6340746186,0.09145129225,0.1334313545,0.01200078694,0.3605954788,-1.85341091,1.07053039,0.2994380043,-0.4834425157,21.82741117,85.27918782,61.92893401,50.76142132
41051001000,6127,0.1335074261,0.06561122899,0.2263681592,0.4876774931,0.03,0.047,0.091,6427.376754,2789.357726,0.1706948546,0.01656095842,0.7477448908,84,0.4310556465,0.5239105598,0.05231967491,0.04325118329,0.004740941416,0.2358413579,-3.439793604,-0.044594744,-0.2230610308,-3.707449379,6.598984772,41.11675127,46.70050761,10.15228426
41051001101,2848,0.02141853933,0.05372191011,0.3790849673,0.5926966292,0.034,0.054,0.109,5495.510759,3440.483035,0.07581984295,0.01026472177,0.7733819557,87,0.4667426834,0.827247191,0.1381037567,0.05301966292,0,0.2851123596,-4.343475076,1.363798386,-0.2310960757,-3.210772766,3.553299492,89.84771574,45.17766497,12.18274112
